0 qid:104830 1:9.549896 2:12.753021 8:2004.0 9:1.0 10:6.0 16:27.555322999999998 20:13.874735999999999 24:47.051646999999996 30:608.0 31:46.0 34:72.0 35:10.0 36:1039.0 37:143.0 40:26.0 41:2.0 42:15.0 43:2.0 46:27.0 47:3.0 #docid = a372e83dd3077bbc141a5148409976296a4b2144
1 qid:104830 1:0.0 2:0.0 8:2008.0 9:0.0 10:0.0 16:9.813152 20:13.874735999999999 24:0.0 30:362.0 31:17.0 34:76.0 35:10.0 36:366.0 37:58.0 40:0.0 41:0.0 42:15.0 43:2.0 46:16.0 47:2.0 #docid = 017e7c1bf71101c24c65aca784a4f867e8718ef1
0 qid:104830 1:0.0 2:0.0 8:2003.0 9:0.0 10:0.0 16:27.555322999999998 20:30.444941999999998 24:0.0 30:459.0 31:10.0 34:92.0 35:10.0 36:926.0 37:109.0 40:0.0 41:0.0 42:46.0 43:6.0 46:20.0 47:3.0 #docid = 869f95148302f61e4ca02ec11fcffea7839e9712
0 qid:104830 1:0.0 2:0.0 8:2009.0 9:0.0 10:0.0 16:9.813152 20:30.444941999999998 24:0.0 30:621.0 31:13.0 34:70.0 35:9.0 36:834.0 37:135.0 40:0.0 41:0.0 42:82.0 43:14.0 46:16.0 47:2.0 #docid = 23c7e43ad7d392dcba39ab81d3656c26f6132a98
0 qid:104830 1:0.0 2:6.804706599999999 8:2010.0 9:0.0 10:1.0 16:9.813152 20:30.444941999999998 24:7.8419414000000005 30:337.0 31:25.0 34:67.0 35:10.0 36:1336.0 37:179.0 40:17.0 41:2.0 42:47.0 43:7.0 46:16.0 47:2.0 #docid = 5b4c1480477fe2324a99fa032bec2834ef31efd6
1 qid:104830 1:0.0 2:0.0 8:2008.0 9:0.0 10:0.0 16:9.813152 20:30.444941999999998 24:0.0 30:121.0 31:7.0 34:46.0 35:7.0 36:828.0 37:128.0 40:0.0 41:0.0 42:82.0 43:14.0 46:16.0 47:2.0 #docid = 47f64f79dd4c9836cb7dd1a64c615b83648c27d6
0 qid:10623 1:10.162972 2:10.337324 8:2011.0 9:1.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:33.168673999999996 30:530.0 31:147.0 34:26.0 35:3.0 36:900.0 37:124.0 40:45.0 41:6.0 42:27.0 43:4.0 46:11.0 47:1.0 #docid = eaa839fc0e784f2161d99f231ee2edebd0a2c437
0 qid:10623 1:8.523873 2:10.1174345 8:2003.0 9:1.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:33.168673999999996 30:1307.0 31:25.0 34:53.0 35:7.0 36:978.0 37:146.0 40:6.0 41:1.0 42:30.0 43:5.0 46:19.0 47:2.0 #docid = ec5d73c9619027a8c1598c40044446b4413a6f23
1 qid:10623 1:7.8877954 2:6.4958324 8:2011.0 9:1.0 10:1.0 16:14.413860000000001 20:27.064428000000003 24:6.633734700000001 30:914.0 31:11.0 34:63.0 35:7.0 36:763.0 37:111.0 40:0.0 41:0.0 42:77.0 43:12.0 46:16.0 47:2.0 #docid = dd4cecf90edab3dc6000ec9206facb0eba2117fc
1 qid:10623 1:6.554831 2:13.917843 8:2010.0 9:1.0 10:7.0 16:14.413860000000001 20:27.064428000000003 24:34.68529 30:27.0 31:26.0 34:56.0 35:6.0 36:702.0 37:95.0 40:52.0 41:7.0 42:55.0 43:8.0 46:16.0 47:2.0 #docid = 1e49f5960c8838c3dead32b378605de0839288c8
0 qid:10623 1:7.604075999999999 2:5.832083 8:2008.0 9:1.0 10:1.0 16:14.413860000000001 20:27.064428000000003 24:6.633734700000001 30:34.0 31:2.0 34:61.0 35:10.0 36:1013.0 37:154.0 40:39.0 41:5.0 42:62.0 43:11.0 46:25.0 47:3.0 #docid = d1a16dac9a6f7082e4680d82d5cec7a665ff81d1
1 qid:10623 1:10.162972 2:9.730711 8:1990.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:19.901203 30:479.0 31:0.0 34:22.0 35:3.0 36:644.0 37:98.0 40:0.0 41:0.0 42:16.0 43:3.0 46:10.0 47:1.0 #docid = 1a36f58da094bddf81e61081557b0030ea62efe1
0 qid:10623 1:10.162972 2:0.0 8:2010.0 9:1.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:1482.0 31:33.0 34:23.0 35:3.0 36:118.0 37:16.0 40:11.0 41:2.0 42:15.0 43:2.0 46:16.0 47:2.0 #docid = 3e522640837b8b289c8fb78a60f3b1fa44b6a1eb
1 qid:10623 1:5.6444807 2:6.743722 8:2003.0 9:1.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:23.376295000000002 30:98.0 31:7.0 34:100.0 35:11.0 36:986.0 37:126.0 40:19.0 41:3.0 42:20.0 43:3.0 46:16.0 47:2.0 #docid = 66f30ebda80309b64d4df143c62e80cf71d36e07
1 qid:10623 1:9.271536 2:9.059072 8:1992.0 9:1.0 10:4.0 16:14.413860000000001 20:27.064428000000003 24:26.534939 30:690.0 31:0.0 34:34.0 35:5.0 36:1441.0 37:211.0 40:0.0 41:0.0 42:14.0 43:2.0 46:9.0 47:1.0 #docid = 574f6f4aa91139b11fd7d15be0a17b4fef4bd930
1 qid:10623 1:12.984539 2:16.971954 8:2004.0 9:2.0 10:9.0 16:14.413860000000001 20:27.064428000000003 24:53.828185999999995 30:108.0 31:0.0 34:64.0 35:9.0 36:729.0 37:112.0 40:19.0 41:3.0 42:38.0 43:6.0 46:16.0 47:2.0 #docid = a7c0891bdf1f4a26b3b43255343b657202987268
0 qid:10623 1:8.881998 2:9.511991499999999 8:2009.0 9:1.0 10:4.0 16:14.413860000000001 20:27.064428000000003 24:26.534939 30:591.0 31:30.0 34:50.0 35:6.0 36:1212.0 37:175.0 40:31.0 41:4.0 42:61.0 43:10.0 46:28.0 47:3.0 #docid = c335cbe2404b1164001fdab1abd27019e864f900
0 qid:10623 1:9.271536 2:10.136071000000001 8:2014.0 9:1.0 10:7.0 16:14.413860000000001 20:27.064428000000003 24:46.436142 30:616.0 31:20.0 34:30.0 35:5.0 36:1519.0 37:220.0 40:0.0 41:0.0 42:23.0 43:4.0 46:16.0 47:2.0 #docid = 1db716022161904451a4155b2187d8fa94f99138
1 qid:10623 1:8.523873 2:8.649341 8:2004.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:19.901203 30:741.0 31:0.0 34:31.0 35:7.0 36:1170.0 37:188.0 40:0.0 41:0.0 42:24.0 43:5.0 46:11.0 47:1.0 #docid = 7ac7a228b3cbb08349212e4bbe4c90d9c243cf58
0 qid:10623 1:8.881998 2:9.207461 8:1978.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:19.901203 30:697.0 31:2.0 34:50.0 35:6.0 36:825.0 37:134.0 40:41.0 41:5.0 42:29.0 43:6.0 46:11.0 47:1.0 #docid = 79b442dadc03fbd8d2517b8e05111b8c2d8d2a20
1 qid:10623 1:9.696810000000001 2:0.0 8:2009.0 9:1.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:46.0 31:4.0 34:25.0 35:4.0 36:882.0 37:138.0 40:0.0 41:0.0 42:17.0 43:2.0 46:16.0 47:2.0 #docid = 989ad8451bb03cfb05c949bde8312aa2013cfde0
0 qid:10623 1:10.676217999999999 2:10.807080000000001 8:2011.0 9:1.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:33.168673999999996 30:1107.0 31:43.0 34:12.0 35:2.0 36:479.0 37:76.0 40:50.0 41:5.0 42:17.0 43:2.0 46:19.0 47:2.0 #docid = 5bd9d3c01510f6ca571791abcfce80808c44ec73
0 qid:10623 1:9.696810000000001 2:0.0 8:2003.0 9:1.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:2285.0 31:0.0 34:27.0 35:3.0 36:478.0 37:76.0 40:26.0 41:3.0 42:12.0 43:2.0 46:16.0 47:2.0 #docid = 6647f32582c749022144b79f337c73db4da2a99c
0 qid:10623 1:9.696810000000001 2:11.639304 8:2004.0 9:1.0 10:14.0 16:14.413860000000001 20:27.064428000000003 24:92.872284 30:380.0 31:0.0 34:23.0 35:4.0 36:738.0 37:112.0 40:0.0 41:0.0 42:30.0 43:4.0 46:16.0 47:2.0 #docid = 8b9592f0314b7f085b10275a763f200684b5ff29
0 qid:10623 1:9.696810000000001 2:0.0 8:1982.0 9:1.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:1742.0 31:0.0 34:34.0 35:4.0 36:660.0 37:88.0 40:0.0 41:0.0 42:28.0 43:5.0 46:11.0 47:1.0 #docid = 2834215c9fe0945677816da9ff9dccd6866035ca
1 qid:10623 1:7.8877954 2:9.75587 8:2005.0 9:1.0 10:4.0 16:14.413860000000001 20:27.064428000000003 24:26.534939 30:593.0 31:35.0 34:65.0 35:8.0 36:964.0 37:149.0 40:29.0 41:4.0 42:14.0 43:2.0 46:16.0 47:2.0 #docid = 7d4cd3678bfd4a99bac01c5e86530bed3fbb83ce
0 qid:10623 1:8.523873 2:10.131882000000001 8:2013.0 9:1.0 10:2.0 16:14.413860000000001 20:27.064428000000003 24:13.267469 30:1271.0 31:0.0 34:60.0 35:7.0 36:429.0 37:27.0 40:0.0 41:0.0 42:17.0 43:2.0 46:9.0 47:1.0 #docid = ae4bdb3e3cdf4b7a519ce4917b6877b9dea30ad1
0 qid:10623 1:10.162972 2:10.735242999999999 8:2010.0 9:1.0 10:7.0 16:14.413860000000001 20:27.064428000000003 24:46.436142 30:820.0 31:59.0 34:24.0 35:3.0 36:919.0 37:141.0 40:0.0 41:0.0 42:32.0 43:6.0 46:7.0 47:1.0 #docid = 8fc5a8df1b0ee23d34df2d134c397e73c560449f
0 qid:10623 1:0.0 2:0.0 8:2006.0 9:0.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:361.0 31:0.0 34:73.0 35:9.0 36:200.0 37:29.0 40:41.0 41:5.0 42:90.0 43:16.0 46:16.0 47:2.0 #docid = 9a57a8081dcf8b813c649b77670115d79c316ebb
1 qid:10623 1:6.065689 2:6.495643599999999 8:2010.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:14.025778 30:195.0 31:19.0 34:64.0 35:8.0 36:500.0 37:78.0 40:19.0 41:3.0 42:14.0 43:2.0 46:10.0 47:1.0 #docid = 3e004662dbea2a08f88a5e4ef6d20b31cba79cb4
0 qid:10623 1:12.548836 2:0.0 8:2002.0 9:2.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:94.0 31:0.0 34:77.0 35:12.0 36:751.0 37:111.0 40:33.0 41:4.0 42:56.0 43:9.0 46:10.0 47:1.0 #docid = a6b181c0b5adb21b102ca8ef450400efa2dbbe6c
0 qid:10623 1:10.189425 2:11.092916 8:2004.0 9:2.0 10:7.0 16:14.413860000000001 20:27.064428000000003 24:46.436142 30:930.0 31:1.0 34:56.0 35:11.0 36:627.0 37:98.0 40:0.0 41:0.0 42:46.0 43:7.0 46:16.0 47:2.0 #docid = 2b134e5c46eec50f69c702c0b4aa29687d5d8fba
1 qid:10623 1:15.078705 2:14.888898000000001 8:2008.0 9:2.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:29.251720000000002 30:205.0 31:16.0 34:49.0 35:6.0 36:821.0 37:124.0 40:0.0 41:0.0 42:31.0 43:4.0 46:16.0 47:2.0 #docid = 8cbcab8eacee75d4811ef38db83b124c3ecea084
1 qid:10623 1:8.209977 2:4.398353 8:1986.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:14.025778 30:640.0 31:12.0 34:22.0 35:2.0 36:2896.0 37:420.0 40:14.0 41:2.0 42:16.0 43:2.0 46:16.0 47:2.0 #docid = 0a802c57c83655a1f2221d135c7bd6a1cbdd06fe
0 qid:10623 1:9.696810000000001 2:10.348189999999999 8:1988.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:19.901203 30:282.0 31:0.0 34:33.0 35:3.0 36:423.0 37:52.0 40:0.0 41:0.0 42:43.0 43:8.0 46:11.0 47:1.0 #docid = d10b35e27c7a691b8ef78bba0f6b4f1a0af6fa65
0 qid:10623 1:10.162972 2:8.786594000000001 8:2008.0 9:1.0 10:2.0 16:14.413860000000001 20:27.064428000000003 24:13.267469 30:75.0 31:1.0 34:19.0 35:3.0 36:614.0 37:99.0 40:0.0 41:0.0 42:47.0 43:6.0 46:10.0 47:1.0 #docid = e4cda834bda9a523dae5c8036b93c3ef34fc8bb4
0 qid:10623 1:11.401125 2:13.167248 8:2010.0 9:2.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:31.210196999999997 30:48.0 31:13.0 34:95.0 35:14.0 36:1108.0 37:164.0 40:0.0 41:0.0 42:70.0 43:12.0 46:16.0 47:2.0 #docid = 6ab131fc09c00658bbc983d4278707e594b9b39b
0 qid:10623 1:8.881998 2:0.0 8:2004.0 9:1.0 10:0.0 16:14.413860000000001 20:27.064428000000003 24:0.0 30:543.0 31:6.0 34:42.0 35:6.0 36:497.0 37:79.0 40:0.0 41:0.0 42:26.0 43:5.0 46:16.0 47:2.0 #docid = f060a681224c3f4d4a1dc84c9bae074ce4a1de4b
0 qid:10623 1:9.696810000000001 2:9.409861 8:2006.0 9:1.0 10:3.0 16:14.413860000000001 20:27.064428000000003 24:19.901203 30:580.0 31:0.0 34:27.0 35:4.0 36:793.0 37:118.0 40:0.0 41:0.0 42:12.0 43:2.0 46:16.0 47:2.0 #docid = ebae6fb17c1f3c39209d7a220db8eb7a64575e50
0 qid:10623 1:7.8877954 2:10.735242999999999 8:2008.0 9:1.0 10:7.0 16:14.413860000000001 20:27.064428000000003 24:46.436142 30:963.0 31:0.0 34:40.0 35:9.0 36:921.0 37:149.0 40:0.0 41:0.0 42:12.0 43:2.0 46:15.0 47:2.0 #docid = d5e6e9c58d04a042a3a313d50300ab7c5832063b
1 qid:10623 1:8.523873 2:9.086582 8:2003.0 9:1.0 10:5.0 16:14.413860000000001 20:27.064428000000003 24:33.168673999999996 30:900.0 31:0.0 34:60.0 35:7.0 36:1986.0 37:297.0 40:0.0 41:0.0 42:16.0 43:3.0 46:10.0 47:1.0 #docid = 02954dd24ddd69650ad9db634ed945c27a892a76
0 qid:107238 1:0.0 2:12.496830000000001 8:2007.0 9:0.0 10:3.0 16:11.464964 20:13.469270999999999 24:28.899506 30:1.0 31:0.0 34:81.0 35:10.0 36:1590.0 37:234.0 40:46.0 41:5.0 42:17.0 43:3.0 46:10.0 47:1.0 #docid = b515280d69912252db5862f9724633769e409f61
0 qid:107238 1:0.0 2:0.0 8:1949.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:319.0 31:0.0 34:46.0 35:5.0 36:2253.0 37:350.0 40:15.0 41:2.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 9d1d1af7cce67b0920d9359595d4e33baf5621cc
0 qid:107238 1:12.487003 2:0.0 8:1963.0 9:2.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:34.0 31:0.0 34:130.0 35:21.0 36:0.0 37:0.0 40:0.0 41:0.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 5aa7e4c9602086f92a93ec72a62ff50ea27ae09e
0 qid:107238 1:0.0 2:0.0 8:1950.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:169.0 31:0.0 34:77.0 35:9.0 36:1265.0 37:197.0 40:15.0 41:2.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 16be9cf595bb14360015072570a0f921605285bc
0 qid:107238 1:0.0 2:0.0 8:1945.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:234.0 31:0.0 34:59.0 35:9.0 36:227.0 37:38.0 40:25.0 41:4.0 42:47.0 43:6.0 46:7.0 47:1.0 #docid = 66dc389233efb3598cdd6d5b3d5dfaeb3d8d74f0
0 qid:107238 1:10.57884 2:11.219356 8:2014.0 9:1.0 10:2.0 16:11.464964 20:13.469270999999999 24:19.266336 30:2.0 31:86.0 34:81.0 35:12.0 36:1335.0 37:200.0 40:42.0 41:5.0 42:41.0 43:8.0 46:10.0 47:1.0 #docid = 4d3c927a1405cb4e6f1b06168f0f6f6e898b9888
0 qid:107238 1:14.460741 2:13.247272500000001 8:1995.0 9:1.0 10:7.0 16:11.464964 20:13.469270999999999 24:67.432175 30:220.0 31:0.0 34:31.0 35:4.0 36:3235.0 37:528.0 40:0.0 41:0.0 42:63.0 43:9.0 46:7.0 47:1.0 #docid = 070c6249b234cd13cdce2f5219da87090389a458
0 qid:107238 1:0.0 2:9.123596000000001 8:2000.0 9:0.0 10:1.0 16:11.464964 20:13.469270999999999 24:9.633168 30:41.0 31:29.0 34:95.0 35:14.0 36:1032.0 37:146.0 40:42.0 41:5.0 42:35.0 43:6.0 46:10.0 47:1.0 #docid = e44be7c97892f1b23795fc922f89e70e8316f870
0 qid:107238 1:0.0 2:11.026411 8:1965.0 9:0.0 10:3.0 16:11.464964 20:13.469270999999999 24:28.899506 30:413.0 31:0.0 34:29.0 35:5.0 36:2228.0 37:354.0 40:0.0 41:0.0 42:24.0 43:3.0 46:10.0 47:1.0 #docid = 8acb852386fff0a1776b24405b5aaefccbe6e05c
0 qid:107238 1:0.0 2:0.0 8:1939.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:267.0 31:0.0 34:19.0 35:3.0 36:587.0 37:96.0 40:15.0 41:2.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 1ff7c1fdfb50940a9ecde1e7f2be181e5b3e1278
0 qid:107238 1:9.913533000000001 2:15.082870499999999 8:2005.0 9:1.0 10:3.0 16:11.464964 20:13.469270999999999 24:28.899506 30:5.0 31:0.0 34:90.0 35:13.0 36:617.0 37:94.0 40:0.0 41:0.0 42:107.0 43:16.0 46:7.0 47:1.0 #docid = 96d772d5e515085b0e171c895d86b504e44b559b
0 qid:107238 1:0.0 2:0.0 8:2011.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:79.0 31:0.0 34:83.0 35:16.0 36:1792.0 37:326.0 40:9.0 41:1.0 42:24.0 43:3.0 46:19.0 47:2.0 #docid = ea39076d126b9924a704cd0e301c040d65a2bb8c
0 qid:107238 1:0.0 2:10.186136 8:1972.0 9:0.0 10:1.0 16:11.464964 20:13.469270999999999 24:9.633168 30:202.0 31:0.0 34:26.0 35:2.0 36:803.0 37:126.0 40:0.0 41:0.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 9595870abfc9b3f802bc9592a86edd17aabb5e61
0 qid:107238 1:9.326958 2:0.0 8:2007.0 9:1.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:2.0 31:0.0 34:99.0 35:15.0 36:806.0 37:115.0 40:0.0 41:0.0 42:14.0 43:2.0 46:18.0 47:2.0 #docid = 1738b1b067a321166607a8bbe2535d13ca875865
0 qid:107238 1:0.0 2:0.0 8:1988.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:46.0 31:0.0 34:40.0 35:8.0 36:806.0 37:130.0 40:14.0 41:2.0 42:42.0 43:6.0 46:18.0 47:2.0 #docid = 97ef3f1153642e179e5b53ec6daf4046680b31dc
1 qid:107238 1:9.913533000000001 2:12.154844 8:1999.0 9:1.0 10:2.0 16:11.464964 20:13.469270999999999 24:19.266336 30:46.0 31:0.0 34:78.0 35:14.0 36:996.0 37:159.0 40:0.0 41:0.0 42:57.0 43:8.0 46:10.0 47:1.0 #docid = ddb40f5401c9f3135c196cf585cc33c28556c5c5
1 qid:107238 1:13.245623000000002 2:0.0 8:1963.0 9:1.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:54.0 31:0.0 34:38.0 35:7.0 36:0.0 37:0.0 40:0.0 41:0.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 67d0391793a1b0f4383609cf59fca27a7b62ee30
0 qid:107238 1:0.0 2:0.0 8:1982.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:2370.0 31:0.0 34:33.0 35:4.0 36:1780.0 37:323.0 40:44.0 41:5.0 42:24.0 43:3.0 46:19.0 47:2.0 #docid = 529595f0bbf7d8d38354436f5ce7a3293e66bd05
0 qid:107238 1:0.0 2:0.0 8:1999.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:1056.0 31:0.0 34:36.0 35:7.0 36:2335.0 37:437.0 40:9.0 41:1.0 42:24.0 43:3.0 46:11.0 47:1.0 #docid = d47c33ac891de642bb2d835bb970cde5c6f38c19
0 qid:107238 1:12.711555 2:0.0 8:1965.0 9:1.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:1467.0 31:0.0 34:39.0 35:7.0 36:1041.0 37:157.0 40:27.0 41:4.0 42:75.0 43:11.0 46:7.0 47:1.0 #docid = 24630ec48c6ba0ebc0584ea6e7917ebe52b203e6
0 qid:107238 1:0.0 2:15.082870499999999 8:1998.0 9:0.0 10:3.0 16:11.464964 20:13.469270999999999 24:28.899506 30:19.0 31:0.0 34:21.0 35:5.0 36:580.0 37:89.0 40:0.0 41:0.0 42:24.0 43:3.0 46:10.0 47:1.0 #docid = 9d3b505c9d6725a1202844688bc8eb29e8333c11
0 qid:107238 1:0.0 2:0.0 8:1963.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:297.0 31:0.0 34:83.0 35:13.0 36:1805.0 37:267.0 40:17.0 41:3.0 42:40.0 43:6.0 46:7.0 47:1.0 #docid = 3862d7f794ab62a01eef603272358c0cde8d3c0d
1 qid:107238 1:12.711555 2:0.0 8:1964.0 9:1.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:69.0 31:0.0 34:42.0 35:7.0 36:0.0 37:0.0 40:71.0 41:9.0 42:57.0 43:8.0 46:7.0 47:1.0 #docid = 1fc53be8bd14c9dab3415342e99a4514581e6f2f
0 qid:107238 1:14.460741 2:0.0 8:1989.0 9:1.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:523.0 31:0.0 34:27.0 35:4.0 36:0.0 37:0.0 40:0.0 41:0.0 42:57.0 43:8.0 46:7.0 47:1.0 #docid = d1168dc15e456520d5a78d0c04fa2985654b39f4
0 qid:107238 1:0.0 2:0.0 8:1965.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:2490.0 31:0.0 34:36.0 35:5.0 36:0.0 37:0.0 40:0.0 41:0.0 42:40.0 43:6.0 46:7.0 47:1.0 #docid = f14f8f1470f0a95bf1157bb82da03f0efebcd774
0 qid:107238 1:0.0 2:13.464668 8:2005.0 9:0.0 10:2.0 16:11.464964 20:13.469270999999999 24:19.266336 30:2.0 31:0.0 34:29.0 35:6.0 36:649.0 37:100.0 40:0.0 41:0.0 42:41.0 43:5.0 46:10.0 47:1.0 #docid = 232a726e9d77711c61686edc3fb2c1874b7794c0
0 qid:107238 1:0.0 2:0.0 8:1986.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:822.0 31:0.0 34:28.0 35:3.0 36:97.0 37:14.0 40:22.0 41:3.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = fefa050bdfa5fe6e56fdf674969bd679b64d1f48
0 qid:107238 1:0.0 2:0.0 8:1971.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:1.0 31:0.0 34:39.0 35:5.0 36:3716.0 37:567.0 40:0.0 41:0.0 42:341.0 43:56.0 46:10.0 47:1.0 #docid = 7913b5ae4ca66e4345a51180c5eb6ce2840c8c08
0 qid:107238 1:0.0 2:0.0 8:1948.0 9:0.0 10:0.0 16:11.464964 20:13.469270999999999 24:0.0 30:761.0 31:0.0 34:57.0 35:6.0 36:1020.0 37:166.0 40:25.0 41:4.0 42:24.0 43:3.0 46:7.0 47:1.0 #docid = 312c23a35beb067492b21d1ad5b04570485a00a3
0 qid:10898 1:16.948372 2:15.785176000000002 8:2017.0 9:1.0 10:1.0 16:14.388764000000002 20:0.0 24:13.286919000000001 30:1.0 31:0.0 34:49.0 35:5.0 36:514.0 37:83.0 40:0.0 41:0.0 42:36.0 43:6.0 46:10.0 47:1.0 #docid = 86caba426125b65f017703743f96af08ac3bba05
0 qid:10898 1:14.509876 2:16.195895999999998 8:2016.0 9:1.0 10:1.0 16:14.388764000000002 20:0.0 24:13.286919000000001 30:1.0 31:0.0 34:100.0 35:11.0 36:469.0 37:70.0 40:0.0 41:0.0 42:24.0 43:4.0 46:9.0 47:1.0 #docid = 114070eff18af503a8a3fb2f0d2b6ef6289fa440
1 qid:10898 1:17.691677 2:20.256211999999998 8:2016.0 9:1.0 10:2.0 16:14.388764000000002 20:0.0 24:26.573837 30:6.0 31:0.0 34:28.0 35:5.0 36:532.0 37:63.0 40:0.0 41:0.0 42:22.0 43:4.0 46:9.0 47:1.0 #docid = 8e9aaf9ba7a88e0bbec350a03aca9ce2e9fb3ced
0 qid:10898 1:16.265007 2:0.0 8:2016.0 9:1.0 10:0.0 16:14.388764000000002 20:0.0 24:0.0 30:1.0 31:0.0 34:48.0 35:7.0 36:720.0 37:106.0 40:0.0 41:0.0 42:33.0 43:4.0 46:17.0 47:2.0 #docid = a765958950b22d9f63f59e480cb243aa05151c9f
0 qid:10898 1:15.051262 2:22.632920000000002 8:2018.0 9:1.0 10:4.0 16:14.388764000000002 20:0.0 24:53.147675 30:4.0 31:0.0 34:70.0 35:9.0 36:610.0 37:92.0 40:28.0 41:3.0 42:49.0 43:11.0 46:9.0 47:1.0 #docid = a2d91ae081c41add2a9b633888a964ee523a533d
0 qid:10898 1:16.948372 2:20.752308 8:2011.0 9:1.0 10:3.0 16:14.388764000000002 20:0.0 24:39.860756 30:4.0 31:0.0 34:38.0 35:6.0 36:859.0 37:118.0 40:14.0 41:2.0 42:39.0 43:6.0 46:8.0 47:1.0 #docid = f9952ae89f8e494bdf23264bd56729dec0754ecd
0 qid:10898 1:15.051262 2:20.396595 8:2013.0 9:1.0 10:12.0 16:14.388764000000002 20:0.0 24:159.44302 30:9.0 31:0.0 34:57.0 35:9.0 36:3991.0 37:674.0 40:30.0 41:2.0 42:11.0 43:2.0 46:9.0 47:1.0 #docid = 2550913a87473e7577f7b890ede9201b6ac01a56
0 qid:10898 1:15.051262 2:19.659893 8:2017.0 9:1.0 10:3.0 16:14.388764000000002 20:0.0 24:39.860756 30:9.0 31:0.0 34:81.0 35:10.0 36:1183.0 37:160.0 40:0.0 41:0.0 42:57.0 43:9.0 46:9.0 47:1.0 #docid = 78ed876783171d4180e818e5ed6b79e6c78cb5b6
0 qid:10898 1:16.265007 2:21.167032 8:2018.0 9:1.0 10:5.0 16:14.388764000000002 20:0.0 24:66.43459 30:6.0 31:111.0 34:61.0 35:7.0 36:1512.0 37:204.0 40:39.0 41:5.0 42:12.0 43:2.0 46:9.0 47:1.0 #docid = 24cc170a95d7335b7ca2476f817ec24ad02d176f
0 qid:10898 1:16.948372 2:0.0 8:2019.0 9:1.0 10:0.0 16:14.388764000000002 20:0.0 24:0.0 30:1.0 31:0.0 34:31.0 35:6.0 36:897.0 37:135.0 40:32.0 41:5.0 42:46.0 43:4.0 46:28.0 47:3.0 #docid = 16333c524500e2ce1cc2839154c7d51009595bd3
0 qid:10898 1:21.538076 2:23.661358 8:2016.0 9:3.0 10:5.0 16:14.388764000000002 20:0.0 24:66.43459 30:0.0 31:1.0 34:67.0 35:9.0 36:477.0 37:76.0 40:57.0 41:7.0 42:16.0 43:2.0 46:17.0 47:2.0 #docid = a8c29df770bc1cd65f90e9938e404d105eb372f2
