paper_sha,paper_title,paper_year,paper_venue,n_citations,n_key_citations
591a888f5631def6544b3c2f5b7cffe58693b4ce,Computing Dominant Poles of Power System Multivariable Transfer Functions,2002.0,IEEE Power Engineering Review,35.0,
5cf3c6bcb5e30ba1dfabea1d2c062b3a6f6b313c,Hair pulling (trichotillomania).,1983.0,Psychoanalytic review,9.0,
9d4a2611a7bfc7216827ead232f3d3a871d71cf7,Truth and Method,1978.0,,1917.0,
cec2e42c81d3d982599caf9799793ad03e3e1006,MERS-coronavirus replication induces severe in vitro cytopathology and is strongly inhibited by cyclosporin A or interferon-α treatment,2013.0,The Journal of general virology,146.0,
91b83b14a1de5b3395b79f83da5de7e32811c7f1,ManuHub: A Semantic Web System for Ontology-Based Service Management in Distributed Manufacturing Environments,2011.0,"IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans",66.0,
024cfeb403fe08c7d4a6f613e63959a5dfbcc800,Financial statement analysis and the prediction of stock returns,1989.0,,316.0,
a1f392a9077455b920a34b0af0ff41189b997dc2,Does Gender Matter? Female Representation on Corporate Boards and Firm Financial Performance - A Meta-Analysis,2015.0,PloS one,39.0,
9d1c37d325262cd94643c61a4f7bfd41e3928e0c,ACPYPE - AnteChamber PYthon Parser interfacE,2012.0,BMC Research Notes,344.0,
23c70f017fbc17c36c36d8ba2997a72fff6361ce,Insecticidal activities of aromatic plant extracts and essential oils against Sitophilus oryzae and Callosobruchus chinensis,2003.0,,144.0,
b9b4e05faa194e5022edd9eb9dd07e3d675c2b36,Feature Pyramid Networks for Object Detection,2017.0,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),2648.0,
a970bbff656506a2821f0a36a244187561415d03,Criminality and the political economy of security in Lombok,2007.0,,4.0,
e177365c0dd642341469ba2f045405646c5dbb79,CVXPY: A Python-Embedded Modeling Language for Convex Optimization,2016.0,J. Mach. Learn. Res.,405.0,
f91edb2ad9e99b7d9eb95d2dc62b686f89a17eb8,Etnisch Nederlands in Lombok,2002.0,,4.0,
35bbae54ababa20c46cc423660fe7f1188409c01,Thirty years of ISFETOLOGY: What happened in the past 30 years and what may happen in the next 30 years,2003.0,,539.0,
e2792a82f6863507fa0794b0c6d07c8f883b356d,Strategy and Human Resource Management,2002.0,,646.0,
e36cfbd5f494ce7e2e6da736c8c456cdff623187,The effect of mark enhancement techniques on the subsequent detection of semen/spermatozoa.,2014.0,Forensic science international,6.0,
dfc9838dd94269402be609ee23630faa6502b79a,The effect of sales promotion on post-promotion brand preference: A meta-analysis,2006.0,,79.0,
114baa59694b41032f440d586ab51e272000b8d3,Juvenile gigantomastia.,1988.0,Journal of pediatric surgery,14.0,
68028aec10f60c5a28006d22f924239c4dc4e0d3,Airplane Design as a Social Activity: Emerging Trends in the Aerospace Industry,2002.0,,7.0,
45f146bdf91198ea93858d0619c2acc5761e540d,Open Information Extraction from Conjunctive Sentences,2018.0,COLING,16.0,
1f47bc887b93d0c7904a3ed78cd718fe822479e3,Study of Realistic Antenna Patterns in 5G mmWave Cellular Scenarios,2018.0,2018 IEEE International Conference on Communications (ICC),17.0,
2b8e06b19ab612f4ed9d6a60655ccf852b9ded87,The Consumption Smoothing Benefits of Unemployment Insurance,1994.0,,416.0,
d0c2db84edf6fdae894bbb2e35054c3aebb3e7bf,CO gas sensing by ultrathin tin oxide films grown by atomic layer deposition using transmission FTIR spectroscopy.,2008.0,The journal of physical chemistry. A,11.0,
e2b7902c425220562cb4d3fbedacdbadceb35cd8,Exploring Paradox: Toward a More Comprehensive Guide,2000.0,,645.0,
a193120975be25b4ba2764e6d7bf9dc01588aafb,"Financial Ratios, Discriminant Analysis And The Prediction Of Corporate Bankruptcy",1968.0,,4369.0,
d9822d76566e44320f952bff14021b727909a38e,Struktur Geologi Bawah Permukaan Cekungan Bintuni Berdasarkan Data Gaya Berat,2017.0,,0.0,
8d2d3876681dfb90e87d5b44f65b63e54fa3bc61,The legal epidemiology competency model : version 1.0,2018.0,,2.0,
6094cc0a277860f0f7a05bcd4915344a37fe318c,Microscopic characters of the leaf and stem of Lavandula dentata L. (Lamiaceae).,2014.0,Microscopy research and technique,2.0,
e7f0317b56288b93ac5d2cd6e5ce0455f5a93831,Neural Tangents: Fast and Easy Infinite Neural Networks in Python,2020.0,ICLR,7.0,
b6ab59be3ed51ff4d41ea8ba071a813d12ad1ac2,Changes in the Range of Some Common Rocky Shore Species in Britain – A Response to Climate Change?,2005.0,Hydrobiologia,133.0,
442aea83a61b6e639a5a0d517f5b3d0e78d0f3e3,Abnormalities in the awareness of action,2002.0,Trends in Cognitive Sciences,460.0,
4494644705f61dc95dcff96e62001a9b76d1ef4d,Wave exposure indices from digital coastlines and the prediction of rocky shore community structure,2008.0,,97.0,
2928bf2cdc03ee57010e14ff97b736614c225c2d,De l’enclitophilie à l’hybristophilie,2016.0,,0.0,
f7498bf863ae909b6bb13b99f889286dc5834dd3,A simulation of diesel hydrotreating process with real component method,2015.0,,2.0,
c7ea96e4cf7faa82edf3b71556b24c4de1ffc918,"Long-term marriage: age, gender, and satisfaction.",1993.0,Psychology and aging,205.0,
d971371528711aa618b80b00a555ef2af1825799,Affirmative Action: A Documentary History,2001.0,,2.0,
aa245959d84734f92d1e8f179417eb7226868e62,Fog and IoT: An Overview of Research Opportunities,2016.0,IEEE Internet of Things Journal,768.0,
603e3ba5e044bb3c826efc278eb58ff9e8b21453,Analyzing Global Cyber Attack Correlates Through an Open Database,2018.0,,1.0,
f7e1938031006616ea12129bf7a2e467141486a8,As pesquisas etnodirigidas na descoberta de novos fármacos de interesse médico e farmacêutico: fragilidades e pespectivas,2006.0,,88.0,
3b0b56dcbea06a4eeb63caed069876a9b8f968c1,"Postauthorization safety surveillance of ADVATE [antihaemophilic factor (recombinant), plasma/albumin-free method] demonstrates efficacy, safety and low-risk for immunogenicity in routine clinical practice.",2010.0,Haemophilia : the official journal of the World Federation of Hemophilia,12.0,
7e61313e17befdbc25b9d1422f656f7dc5f9fc57,Deep Unfolding for Topic Models,2018.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,16.0,
91200faeae722ca1c9998bb13358e5dd2d2a334e,"Updated understanding of the outbreak of 2019 novel coronavirus (2019‐nCoV) in Wuhan, China",2020.0,Journal of medical virology,88.0,
cf0cf9bca26c9645c8eddb373e143a65003e3992,Study on the Contact Performance of Electronic EON Connectors Under Axial Vibration,2018.0,"IEEE Transactions on Components, Packaging and Manufacturing Technology",2.0,
5bf8e8f158130dabba8cb5af3df9f18d8d2bcf3f,Design of multi epitope-based peptide vaccine against E protein of human COVID-19: An immunoinformatics approach,2020.0,medRxiv,2.0,
6fc991dbc1714b425d11b4de3d9d247d21d77c0b,Supervised Open Information Extraction,2018.0,NAACL-HLT,42.0,
6d647593f2d854c7b177bcafbcb87559ae213235,Modélisation du comportement des exploitants agricoles tenant compte du risque : application du MOTAD généralisé,1994.0,,4.0,
2ac87043e3e21413ccc3cc42794fbb8553649c0b,Herpes simplex virus virion host shutoff protein: immune evasion mediated by a viral RNase?,2004.0,Journal of virology,119.0,
244164fd2a3024e9d943101cd74f357ef1556ee2,of Model-Based Systems Engineering ( MBSE ) Methodologies,2008.0,,360.0,
fbd560f35e5fd5e6158e5bedf9754432c49c1852,Truth and Truthfulness: An Essay in Genealogy,2004.0,,104.0,
7eb75e240feebd736eedef0ae972d288866a18e8,Cross-cultural organizational behavior.,2007.0,Annual review of psychology,403.0,
2bd3da02719b11a05c9095ee8fe4199afa925e98,Linknot: Knot Theory by Computer,2007.0,,21.0,
01b2367ae40b4a9fd32a1523d71306314dd04c34,Antioxidant and anti-inflammatory properties of curcumin.,2007.0,Advances in experimental medicine and biology,362.0,
77bf32ae7fbf0e0d58ceaeb240655909af492522,GFS: a Graph-based File System Enhanced with Semantic Features,2017.0,ICISDM '17,3.0,
c1fc3b1885f0e2bb9d0a13b21f79577b8eedd91e,Coronary sinus obstruction by primary cardiac lymphoma as a cause of dyspnea due to significant diastolic dysfunction and elevated filling pressures.,2010.0,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography,6.0,
4c32cb927004976cafe94e71dabfeff48a03df33,Risky Facilities: Crime Concentration in Homogeneous Sets of Establishments and Facilities,2007.0,,89.0,
c251df9aac713eb95aa141d695236b1294f707a0,"Sociodemographic, Clinical, and Psychosocial Characteristics of People with Hemophilia in Portugal: Findings from the First National Survey",2018.0,TH open : companion journal to thrombosis and haemostasis,4.0,
e0eee2cf993de3644939ccf31f4e5b7b272c8f70,Applications Of Case Study Research,1993.0,,3546.0,
936a41091ef04292a1340cdf38d5841b2d2aa190,Chinese Images in The Joy Luck Club and the Cultural Interpretation,2008.0,,1.0,
de44b667ec07b837e5f18a648adf084c20c9a5e8,Uncertainty in Hiring Does Not Justify Affirmative Action,2017.0,,0.0,
8a5d0b5a9271ea14bcb8479bc32d3844a80655b9,QUADAS-2: a revised tool for the quality assessment of diagnostic accuracy studies.,2011.0,Annals of internal medicine,2904.0,
584cd6e71191c08f82c99211db20a12300bace81,Looking for evidence of learning: Assessment and analysis methods for online discourse,2008.0,Comput. Hum. Behav.,71.0,
76bdf4d207c09c6c15c4b2e16baf04380ca902c6,Parkinson's Disease Mechanisms and Models,2003.0,Neuron,2305.0,
d68bcb9225a22ff78b965a6dbc7f83757faab1a3,Impact of Internet Banking Service Quality on Customer Satisfaction,2017.0,,13.0,
96291233ab3d8ec73b73e647bbd75850b410797f,Konstitusi Ekonomi Menghadapi Masyarakat Ekonomi ASEAN (MeA) Tahun 2015,2016.0,,2.0,
043dc46672469f24deb62b260ec0aada834bba1a,Participatory Media: Visual Culture in Real Time,2008.0,,2.0,
d61388ab01ffc51b31493837b21d5c28573283a4,Should OCD be classified as an anxiety disorder in DSM-V?,2010.0,Depression and anxiety,100.0,
dc804429460df7eaca479484f67b48ba49cd5872,Heterogeneous catalytic dehydrogenation of isopentane as a function of temperature,1958.0,,0.0,
ed0e6b89f6ab151cc4a1f4731a8393d581789f69,Quantitative Risk Management,2011.0,International Encyclopedia of Statistical Science,529.0,
ad5bc0b68485dbdfa95f9df4c433d02d33b6ab7c,Text mining social media for competitive analysis,2014.0,,5.0,
c7d36094980d7a3f8ba5d32bc12fd0083d0edf9b,Exploring the role of morphemes in word reading,2005.0,,127.0,
93d5b6f973c9098927bdd7974ea73e3fee239e7f,Coronavirus Spike Proteins in Viral Entry and Pathogenesis,2001.0,Virology,305.0,
64e84005725ad95fd965a46488ae0f68509208da,المسئولية الاجتماعية وانعكاسها على اخلاقيات العمل السياحي: مقترح لميثاق اخلاقيات العمل في شركات السياحة في مصر,2017.0,,0.0,
3ccf1130762e5742602ba32a4c3eb48957e276d9,Space-efficient static trees and graphs,1989.0,30th Annual Symposium on Foundations of Computer Science,490.0,
d5781bdf5e310e27acc4ba03a1f01c1f8a951991,The Human Likeness Dimension of the “Uncanny Valley Hypothesis”: Behavioral and Functional MRI Findings,2011.0,Front. Hum. Neurosci.,89.0,
0762e55595234c8848bcc987d8877a8976da95c7,Steady State Simulation for Optimal Design and Operation of a GTL Process,2010.0,,2.0,
29e4be385ecea249c37dd8dac38bad6f806f505a,Oral history,1998.0,SIGGRAPH '98,224.0,
b33c69084116e6535f122bedcbc7965d462205a8,Human resources and sustained competitive advantage: a resource-based perspective,1994.0,,754.0,
1f0d4de975b792f567ff6d711ceb8e72c519c4b5,Intelligent LED street lamp system,2009.0,,0.0,
f20f2ab44b5f59cc148585cc7015bbae861abc1e,Tracking control of an underactuated ship,2003.0,IEEE Trans. Contr. Sys. Techn.,184.0,
bcaaa80558ff1ced4dcca229bd9617cf18a3ce6d,Estimated lifetime prevalence of trichotillomania in college students.,1991.0,The Journal of clinical psychiatry,145.0,
b081e3c2009e9743ef11f8024902a4c834b7b51f,Handbook of positive psychology,2002.0,,632.0,
7ae1a3ee6039a5556c33fb75bacd05ff8397cd8c,Finite element analysis of electrical machines,1995.0,,231.0,
1f50efc8e572397e58a7b3a2021da737225fecc5,A Survey of Automated Text Simplification,2014.0,,68.0,
96fd2d55257e1ce82855d214ea9641ed9f973b74,Validation process for railway interlocking systems,2016.0,Sci. Comput. Program.,3.0,
bf67f70064cb3916b4b4a795a64dff177d3670de,Investigating Information Systems with Action Research,1999.0,CAIS,741.0,
8e6c4955cea17908fa83a7511f82bcb7d2318a52,Nixon's Vietnam War,1998.0,,19.0,
f9441005143eac86fd045b194274cf8ea6b8169d,AI in CAI : An artificial intelligence approach to computer-assisted instruction,1970.0,,376.0,
6a26a047115abf355f8b8c133ed1cf96cd5893cb,Dehydrogenation of propane over chromia-pillared zirconium phosphate catalysts,1999.0,,1.0,
54cd049df6bc05e528ba6b80a5873ec333ed514f,The Changing Culture of Affirmative Action,1987.0,,456.0,
dd9b5141537ee040cb8e014399eb5ca0e5704e6d,Covid-19: a digital epidemic.,2020.0,BMJ,1.0,
9ff2beaa54c9f10a23f66870fa28728104358409,5G RAN Slicing for Verticals: Enablers and Challenges,2019.0,IEEE Communications Magazine,20.0,
5811c8e91323ee1ce2cedf0db0b247a4ac0f6359,Reinventing Your Business Model,2008.0,,834.0,
d8a677c8c85a7df044cd241f35950e5022552166,How to Write a Better Thesis,2014.0,Springer International Publishing,78.0,
e486cad93b4d4f6bfadd32d551f91e155cf4489a,Covid-19: a puzzle with many missing pieces.,2020.0,BMJ,12.0,
0d239f4f13f6cabbb9f6a5ed59252d1c22cfb521,Assessment of the ergonomic risk from saddle and conventional seats in dentistry: A systematic review and meta-analysis,2018.0,PloS one,1.0,
7ce4bbaa543b4801a182724edbf2b7f7947554a5,Participatory budgeting: a significant contribution to participatory democracy:,2004.0,,172.0,
ddb07a0640c012bde68fa9d99d1594aeaf4809be,Vision Guided Landing of an Autonomous Helicopter in Hazardous Terrain,2005.0,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,96.0,
da54d0342ed77a0538304c3dc81f858c0ac460dd,"Space, Place, and Gender",1994.0,,1746.0,
e5adcd4bd2a6f1f3def782e60422e1c217234e04,Clinical Management of Pandemic 2009 Influenza A(H1N1) Infection,2010.0,Chest,67.0,
012e99a0ed0e31f8e93bec4206ccafa81bf2e5f9,Clinical and Laboratory Approaches to Hemophilia A,2015.0,Iranian journal of medical sciences,12.0,
e3da4a55a7bdbe07fea7cb519e13e2994c02dd89,Validating the use of Internet survey techniques in visual landscape assessment—An empirical study from Germany,2006.0,,68.0,
d403e0df72cbe452d13d64f105332964256fee99,"Biological markers for anxiety disorders, OCD and PTSD - a consensus statement. Part I: Neuroimaging and genetics.",2016.0,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,35.0,
39a0d71730c6af3bc8684c36161f82d362e17544,Driving forces of Iran's CO2 emissions from energy consumption: An LMDI decomposition approach,2017.0,,23.0,
24c1a0cd78dc4271598d0d86bd8ee59b4df0ed46,Ethnic Mapping on the Balkans (1840–1925): a Brief Comparative Summary of Concepts and Methods of Visualization,2015.0,,1.0,
5c5f824e58dc4f7dbdd6556d5633fc19458a8e85,Depletion of intracellular calcium stores activates a calcium current in mast cells,1992.0,Nature,662.0,
8324f5035469dd9928f9250c57ed57e2f7f752d6,Socioeconomic Status and College: How SES Affects College Experiences and Outcomes,2003.0,,370.0,
5f5319f3a97ff1c1ba03ac20adee54f9b7bbed9a,An Intelligent Supervisory System Designed for Dual Chamber Heat Exchanger Based on PLC and WinCC,2010.0,,1.0,
a992c8fd24587f12d41f48df84b29d847634c0e4,HTSeq—a Python framework to work with high-throughput sequencing data,2015.0,Bioinform.,5718.0,
eafb8aa5d895abb4d7d1ab45fbedaef6d1d8a510,Atomic layer deposition of ferromagnetic iron oxide films on three-dimensional substrates with tin oxide nanoparticles,2012.0,,5.0,
bc0123c42ac968a54c511207492662c01f4a21c1,stm: R Package for Structural Topic Models,2019.0,,97.0,
3d944c059a9c928309e10bf4db937b57ca158220,Gross examination report of a COVID-19 death autopsy.,2020.0,Fa yi xue za zhi,7.0,
d0c882bcae6531fa13e75bcc5c297b9985f207f7,Web mining research: a survey,2000.0,SKDD,1188.0,
557111db59dbd41c2cf34e0c09800536b2ab88d0,"Ubrogepant, an Acute Treatment for Migraine, Improved Patient‐Reported Functional Disability and Satisfaction in 2 Single‐Attack Phase 3 Randomized Trials, ACHIEVE I and II",2020.0,Headache,0.0,
53a78a3fbbd3c7fc8674fe3c4323a68624c69ba6,A three-phase soft-switched high power density DC/DC converter for high power applications,1988.0,Conference Record of the 1988 IEEE Industry Applications Society Annual Meeting,841.0,
746a90962ed1555cae8d2580124c4445c00b42eb,EMDialog: Bringing Information Visualization into the Museum,2008.0,IEEE Transactions on Visualization and Computer Graphics,104.0,
9546c611d67e486bcb5c2de5e750940ee9debba7,A Comparative Study on the Effects of Ethanol Bark and Methanol Leaf Extracts of Kigelia africana on Some Biochemical Parameters in Alloxan Induced Diabetic Rats,2014.0,,0.0,
2263ad228e912ef655f62a381c1429e9d3f0a9b7,The European Waste Hierarchy: from the sociomateriality of waste to a politics of consumption,2012.0,,40.0,
1f918dff0d512527aad613afd6d2d2d951247339,On the evidence for maturational constraints in second-language acquisition.,2001.0,,290.0,
7602c565ee1f5345b4d114b42618d53780eaa4e2,A Theory of Truth and Semantic Representation,2008.0,,707.0,
f270438ddc983d3b61976fb24e7833e7cadd1ad8,Bats are natural reservoirs of SARS-like coronaviruses.,2005.0,Science,1046.0,
a545a22c647d02f904541f2943c94c771de00125,Workers' right to know.,1977.0,Wall Street journal,1.0,
42803fb2ad512dcf5e2e59a7bcaa8a10ddfe0568,Decrease of 4-vinylguaiacol during beer aging and formation of apocynol and vanillin in beer.,2008.0,Journal of agricultural and food chemistry,5.0,
55fedc5a9432565fbb1ce32bf59d4c966c3ab10c,Agri-fresh food supply chain quality (AFSCQ): a literature review,2017.0,Ind. Manag. Data Syst.,2.0,
9b6933afed989da0b63f29d92e26b00e7fd6f67b,Beauty Behind Me; Beauty Before (AFS Address),2004.0,,2.0,
